Артикул;"Цена (Розница)";"Цена (Опт)";"Можно купить";"На складе";"Время отгрузки";Размер/Цвет;Валюта(Розница);Валюта(Опт)
225595;753.00;333.90;0;0;3;;RUB;RUB
225598;726.00;268.80;0;0;3;;RUB;RUB
225600;705.00;260.40;0;0;3;;RUB;RUB
225603;726.00;268.80;0;0;3;;RUB;RUB
225606;705.00;260.40;0;0;3;;RUB;RUB
225611;691.00;254.10;0;0;3;;RUB;RUB
225615;812.00;359.10;0;0;3;;RUB;RUB
225619;605.00;222.60;1;1;1;телесный;RUB;RUB
225621;536.00;178.71;0;0;3;;RUB;RUB
225857;5839.00;3318.00;1;1;1;телесный;RUB;RUB
225957;9645.00;5502.00;0;0;3;;RUB;RUB
225967;5533.00;3066.00;1;1;1;черный;RUB;RUB
226030;1470.00;732.90;0;0;3;;RUB;RUB
226031;1470.00;732.90;0;0;3;;RUB;RUB
226032;1470.00;732.90;0;0;3;;RUB;RUB
226169;825.00;365.40;0;0;3;;RUB;RUB
227554;1202.00;600.60;1;3;1;розовый;RUB;RUB
227567;8861.00;4914.00;0;0;3;;RUB;RUB
227671;1418.00;707.70;0;0;3;;RUB;RUB
227677;6922.00;3843.00;0;0;3;;RUB;RUB
228053;3062.00;1610.70;0;0;3;;RUB;RUB
228054;5128.00;2835.00;0;0;3;;RUB;RUB
228085;4448.00;2457.00;0;0;3;;RUB;RUB
228087;4448.00;2457.00;0;0;3;;RUB;RUB
228574;2771.00;1457.40;0;0;3;;RUB;RUB
228653;1019.00;508.20;0;0;3;;RUB;RUB
237103;1293.00;644.70;0;0;3;;RUB;RUB
242025;1107.00;552.30;0;0;3;;RUB;RUB
242028;1232.00;615.30;0;0;3;;RUB;RUB
242036;1393.00;695.10;0;0;3;;RUB;RUB
242072;1905.00;951.30;1;1;1;"L нежно-розовый";RUB;RUB
242076;1852.00;926.10;1;1;1;"XL изумрудный";RUB;RUB
244419;1588.00;793.80;1;1;1;"L черный";RUB;RUB
244857;1826.00;911.40;1;1;1;"L синий";RUB;RUB
245041;1065.00;531.30;0;0;3;;RUB;RUB
247024;1954.00;976.50;0;0;3;;RUB;RUB
247025;937.00;415.80;0;0;3;;RUB;RUB
248300;3018.00;1587.60;0;0;3;;RUB;RUB
248305;25833.00;16653.00;1;0;3;;RUB;RUB
248965;1630.00;814.80;0;0;3;;RUB;RUB
253099;3935.00;2184.00;0;0;3;;RUB;RUB
255495;499.00;166.32;0;0;3;;RUB;RUB
255496;571.00;190.26;0;0;3;;RUB;RUB
257230;690.00;369.60;0;0;3;;RUB;RUB
257256;4670.00;2583.00;1;1;1;"телесный с черным";RUB;RUB
260715;1731.00;865.20;0;0;3;;RUB;RUB
260717;1731.00;865.20;0;0;3;;RUB;RUB
260718;1731.00;865.20;0;0;3;;RUB;RUB
264010;1736.00;913.50;1;2;1;розовый;RUB;RUB
272620;1764.00;879.90;0;0;3;;RUB;RUB
274529;3107.00;1633.80;1;1;1;телесный;RUB;RUB
275961;996.00;441.00;0;0;3;;RUB;RUB
276629;4190.00;2499.00;0;0;3;;RUB;RUB
279727;2020.00;879.90;0;0;3;;RUB;RUB
279963;1591.00;793.80;0;0;3;;RUB;RUB
280657;1224.00;611.10;0;0;3;;RUB;RUB
282728;1129.00;562.80;0;0;3;;RUB;RUB
282778;800.00;354.90;0;0;3;;RUB;RUB
283310;16899.00;10899.00;0;0;3;;RUB;RUB
283312;29819.00;19236.00;0;0;3;;RUB;RUB
284336;1294.00;646.80;0;0;3;;RUB;RUB
285605;675.00;298.20;0;0;3;;RUB;RUB
294110;763.00;281.40;0;0;3;;RUB;RUB
294114;917.00;407.40;0;0;3;;RUB;RUB
294115;942.00;417.90;1;4;2;;RUB;RUB
294179;1838.00;917.70;0;0;3;;RUB;RUB
294445;2603.00;1369.20;1;1;1;"S-M черный";RUB;RUB
294451;3988.00;2205.00;1;1;1;"S-M красный";RUB;RUB
295336;3611.00;1995.00;0;0;3;;RUB;RUB
295385;7835.00;4347.00;0;0;3;;RUB;RUB
295939;5787.00;3213.00;0;0;3;;RUB;RUB
297009;978.00;434.70;0;0;3;;RUB;RUB
297958;3276.00;1724.10;0;0;3;;RUB;RUB
298041;6973.00;3864.00;0;0;3;;RUB;RUB
298062;6692.00;3717.00;1;1;1;"L черный";RUB;RUB
300507;3752.00;2079.00;0;0;3;;RUB;RUB
306305;4176.00;2310.00;0;0;3;;RUB;RUB
309575;6190.00;3423.00;0;0;3;;RUB;RUB
310447;746.00;455.70;0;0;3;;RUB;RUB
310464;5571.00;3087.00;1;1;1;телесный;RUB;RUB
311749;4309.00;2394.00;0;0;3;;RUB;RUB
311750;4776.00;2646.00;0;0;3;;RUB;RUB
311816;1106.00;552.30;0;0;3;;RUB;RUB
311831;25.00;18.90;0;0;3;;RUB;RUB
311842;522.00;174.09;0;0;3;;RUB;RUB
312555;18025.00;11613.00;0;0;3;;RUB;RUB
312571;2896.00;1522.50;0;0;3;;RUB;RUB
312573;4489.00;2478.00;0;0;3;;RUB;RUB
313636;971.00;430.50;0;0;3;;RUB;RUB
313643;2976.00;1564.50;0;0;3;;RUB;RUB
313662;7767.00;4305.00;0;0;3;;RUB;RUB
316267;1164.00;581.70;0;0;3;;RUB;RUB
316268;1306.00;651.00;1;1;1;;RUB;RUB
316391;7252.00;2898.00;0;0;3;;RUB;RUB
317122;550.00;249.90;0;0;3;;RUB;RUB
317124;580.00;262.50;0;0;3;;RUB;RUB
317186;978.00;434.70;0;0;3;;RUB;RUB
317187;1047.00;464.10;0;0;3;;RUB;RUB
317193;4489.00;2478.00;0;0;3;;RUB;RUB
317210;1529.00;764.40;0;0;3;;RUB;RUB
317215;540.00;199.92;0;0;3;;RUB;RUB
317216;621.00;228.90;0;0;3;;RUB;RUB
318284;1223.00;487.20;0;0;3;;RUB;RUB
321389;2226.00;1169.70;0;0;3;;RUB;RUB
322029;9553.00;5439.00;0;0;3;;RUB;RUB
322202;16564.00;9450.00;0;0;3;;RUB;RUB
326774;192.00;54.81;0;0;3;;RUB;RUB
326777;928.00;411.60;0;0;3;;RUB;RUB
326779;767.00;340.20;1;1;1;черный;RUB;RUB
326861;984.00;436.80;0;0;3;;RUB;RUB
327475;2986.00;1570.80;1;1;1;"S-M-L черный";RUB;RUB
327503;1218.00;609.00;0;0;3;;RUB;RUB
327506;887.00;392.70;0;0;3;;RUB;RUB
330256;1205.00;600.60;0;0;3;;RUB;RUB
330363;633.00;233.10;0;0;3;;RUB;RUB
330370;1951.00;1026.90;0;0;3;;RUB;RUB
330371;1087.00;541.80;0;0;3;;RUB;RUB
330384;1271.00;634.20;0;0;3;;RUB;RUB
330385;1111.00;554.40;0;0;3;;RUB;RUB
330387;1111.00;554.40;0;0;3;;RUB;RUB
330389;1019.00;451.50;0;0;3;;RUB;RUB
330392;1271.00;634.20;0;0;3;;RUB;RUB
330401;1261.00;630.00;0;0;3;;RUB;RUB
330546;7711.00;4284.00;0;0;3;;RUB;RUB
331289;1941.00;1020.60;0;0;3;;RUB;RUB
333537;11562.00;6594.00;0;0;3;;RUB;RUB
333923;962.00;426.30;0;0;3;;RUB;RUB
334225;1190.00;640.50;0;0;3;;RUB;RUB
334233;1190.00;676.20;0;0;3;;RUB;RUB
334872;441.00;270.90;0;0;3;;RUB;RUB
334873;420.00;254.10;0;0;3;;RUB;RUB
335265;4550.00;2520.00;0;0;3;;RUB;RUB
335661;2863.00;1505.70;1;0;3;;RUB;RUB
336053;2410.00;1268.40;1;1;1;"S-M красный";RUB;RUB
336057;1060.00;470.40;0;0;3;;RUB;RUB
336320;2232.00;1173.90;0;0;3;;RUB;RUB
336336;2328.00;1224.30;0;0;3;;RUB;RUB
336337;1447.00;722.40;0;0;3;;RUB;RUB
337187;420.00;139.86;0;0;3;;RUB;RUB
337194;420.00;139.86;0;0;3;;RUB;RUB
337369;3675.00;2037.00;0;0;3;;RUB;RUB
337405;2250.00;1182.30;0;0;3;;RUB;RUB
341539;816.00;361.20;0;0;3;;RUB;RUB
341540;657.00;241.50;0;0;3;;RUB;RUB
341541;816.00;361.20;0;0;3;;RUB;RUB
341542;816.00;361.20;0;0;3;;RUB;RUB
341543;816.00;361.20;0;0;3;;RUB;RUB
341544;1054.00;525.00;0;0;3;;RUB;RUB
341826;3700.00;2625.00;0;0;3;;RUB;RUB
341871;746.00;329.70;0;0;3;;RUB;RUB
346030;3968.00;2184.00;0;0;3;;RUB;RUB
347018;620.00;344.40;0;0;3;;RUB;RUB
347489;5031.00;2793.00;0;0;3;;RUB;RUB
347964;2986.00;1570.80;1;1;1;"L-XL белый с черным";RUB;RUB
348154;3086.00;1623.30;0;0;3;;RUB;RUB
348251;4927.00;2730.00;0;0;3;;RUB;RUB
348269;2771.00;1457.40;1;1;1;"L-XL фиолетовый с черным";RUB;RUB
348462;1565.00;781.20;0;0;3;;RUB;RUB
348552;3172.00;1669.50;0;0;3;;RUB;RUB
348553;3185.00;1675.80;0;0;3;;RUB;RUB
348554;3148.00;1656.90;0;0;3;;RUB;RUB
348555;2309.00;1213.80;0;0;3;;RUB;RUB
348558;2407.00;1266.30;0;0;3;;RUB;RUB
348971;480.00;264.60;0;0;3;;RUB;RUB
349132;3281.00;1726.20;0;0;3;;RUB;RUB
349155;4306.00;2373.00;0;0;3;;RUB;RUB
349218;2054.00;1079.40;0;0;3;;RUB;RUB
349752;746.00;455.70;0;0;3;;RUB;RUB
350384;882.00;539.70;0;0;3;;RUB;RUB
351739;314.00;89.88;0;0;3;;RUB;RUB
351887;267.00;76.44;0;0;3;;RUB;RUB
353797;2371.00;1247.40;0;0;3;;RUB;RUB
354424;3098.00;1629.60;1;1;1;розовый;RUB;RUB
354528;2218.00;1165.50;0;0;3;;RUB;RUB
354531;1192.00;594.30;0;0;3;;RUB;RUB
354533;2415.00;1270.50;0;0;3;;RUB;RUB
354541;1660.00;829.50;0;0;3;;RUB;RUB
354544;1456.00;726.60;0;0;3;;RUB;RUB
354558;1069.00;474.60;0;0;3;;RUB;RUB
355381;1635.00;816.90;0;0;3;;RUB;RUB
355448;851.00;378.00;0;0;3;;RUB;RUB
356299;1206.00;602.70;0;0;3;;RUB;RUB
356399;2109.00;1108.80;0;0;3;;RUB;RUB
356691;2435.00;1203.30;0;0;3;;RUB;RUB
356889;4838.00;2688.00;0;0;3;;RUB;RUB
357114;2017.00;1060.50;0;0;3;;RUB;RUB
358124;721.00;266.70;0;0;3;;RUB;RUB
358162;1040.00;518.70;0;0;3;;RUB;RUB
358200;319.00;91.14;0;0;3;;RUB;RUB
358202;305.00;101.85;0;0;3;;RUB;RUB
358215;2113.00;1110.90;0;0;3;;RUB;RUB
359589;727.00;321.30;1;2;1;"M черный,L черный";RUB;RUB
359603;727.00;321.30;1;1;1;"M черный";RUB;RUB
360048;1663.00;831.60;1;1;1;"S черный";RUB;RUB
360284;2387.00;1255.80;1;1;1;"M черный";RUB;RUB
360342;4179.00;2310.00;1;1;1;"L-XL белый";RUB;RUB
360756;2902.00;1526.70;0;0;3;;RUB;RUB
360801;3761.00;1978.20;0;0;3;;RUB;RUB
360812;3990.00;2205.00;0;0;3;;RUB;RUB
363235;1041.00;518.70;1;1;1;"L-XL черный";RUB;RUB
363299;3631.00;2016.00;0;0;3;;RUB;RUB
364789;4691.00;2604.00;0;0;3;;RUB;RUB
364809;6898.00;3822.00;1;1;1;"S-M черный";RUB;RUB
365583;6192.00;3423.00;0;0;3;;RUB;RUB
366124;440.00;162.96;0;0;3;;RUB;RUB
366218;292.00;97.02;0;0;3;;RUB;RUB
366220;331.00;110.04;0;0;3;;RUB;RUB
366223;441.00;147.00;0;0;3;;RUB;RUB
366826;2200.00;1157.10;0;0;3;;RUB;RUB
366837;3990.00;2247.00;0;0;3;;RUB;RUB
366843;647.00;239.40;0;0;3;;RUB;RUB
367222;1059.00;529.20;0;0;3;;RUB;RUB
367875;590.00;329.70;0;0;3;;RUB;RUB
368450;1079.00;478.80;0;0;3;;RUB;RUB
369364;48.00;35.91;0;0;3;;RUB;RUB
369478;1367.00;682.50;0;0;3;;RUB;RUB
370061;2184.00;1148.70;0;0;3;;RUB;RUB
371052;5943.00;3297.00;0;0;3;;RUB;RUB
371062;758.00;336.00;0;0;3;;RUB;RUB
371670;548.00;201.60;0;0;3;;RUB;RUB
371672;548.00;201.60;0;0;3;;RUB;RUB
371694;564.00;207.90;0;0;3;;RUB;RUB
371700;588.00;195.93;0;0;3;;RUB;RUB
371732;526.00;175.35;0;0;3;;RUB;RUB
371852;1478.00;737.10;0;0;3;;RUB;RUB
371857;2208.00;1161.30;0;0;3;;RUB;RUB
372224;847.00;375.90;0;0;3;;RUB;RUB
372227;740.00;273.00;0;0;3;;RUB;RUB
372229;739.00;273.00;0;0;3;;RUB;RUB
372730;998.00;600.60;0;0;3;;RUB;RUB
373026;1321.00;659.40;0;0;3;;RUB;RUB
373034;899.00;399.00;0;0;3;;RUB;RUB
373037;679.00;249.90;0;0;3;;RUB;RUB
373038;679.00;300.30;1;1;1;черный;RUB;RUB
373501;5158.00;2856.00;0;0;3;;RUB;RUB
373574;3365.00;1600.20;0;0;3;;RUB;RUB
373576;3534.00;1921.50;0;0;3;;RUB;RUB
373577;3533.50;1921.50;0;0;3;;RUB;RUB
373742;3457.00;1818.60;1;1;1;розовый;RUB;RUB
375475;3570.00;1877.40;0;0;3;;RUB;RUB
375839;1079.00;478.80;0;0;3;;RUB;RUB
376359;2096.00;1102.50;0;0;3;;RUB;RUB
376386;4090.00;2268.00;0;0;3;;RUB;RUB
377232;3345.00;1759.80;1;0;3;;RUB;RUB
377234;6870.00;3801.00;0;0;3;;RUB;RUB
377237;8868.00;4914.00;1;0;3;;RUB;RUB
377246;4201.00;2331.00;0;0;3;;RUB;RUB
377292;770.00;283.50;0;0;3;;RUB;RUB
377293;770.00;283.50;0;0;3;;RUB;RUB
377295;770.00;283.50;0;0;3;;RUB;RUB
377296;770.00;283.50;0;0;3;;RUB;RUB
377297;770.00;283.50;0;0;3;;RUB;RUB
377298;770.00;283.50;0;0;3;;RUB;RUB
377388;1980.00;1041.60;1;0;3;;RUB;RUB
377432;3407.00;1791.30;0;0;3;;RUB;RUB
379889;1001.00;499.80;0;0;3;;RUB;RUB
379930;1387.00;693.00;1;1;1;"L белый";RUB;RUB
382885;248.00;70.98;0;0;3;;RUB;RUB
384031;2033.00;1068.90;0;0;3;;RUB;RUB
388126;616.00;226.80;0;0;3;;RUB;RUB
390515;469.00;156.03;0;0;3;;RUB;RUB
390517;633.00;233.10;0;0;3;;RUB;RUB
391674;1518.00;758.10;0;0;3;;RUB;RUB
391910;3039.00;1598.10;0;0;3;;RUB;RUB
392109;452.00;150.57;0;0;3;;RUB;RUB
392111;452.00;150.57;0;0;3;;RUB;RUB
392148;3241.00;1705.20;0;0;3;;RUB;RUB
392160;4183.00;2310.00;0;0;3;;RUB;RUB
392161;4512.00;2499.00;0;0;3;;RUB;RUB
392212;816.00;361.20;0;0;3;;RUB;RUB
392213;661.00;243.60;0;0;3;;RUB;RUB
392216;739.00;273.00;0;0;3;;RUB;RUB
392217;551.00;203.70;0;0;3;;RUB;RUB
392218;606.00;222.60;0;0;3;;RUB;RUB
392331;1865.00;932.40;0;0;3;;RUB;RUB
398201;4776.00;2646.00;0;0;3;;RUB;RUB
398350;3641.00;1915.20;0;0;3;;RUB;RUB
400475;4314.00;2394.00;0;0;3;;RUB;RUB
403153;3075.00;1827.00;0;0;3;;RUB;RUB
403218;1041.00;518.70;0;0;3;;RUB;RUB
403220;1083.00;539.70;0;0;3;;RUB;RUB
403229;558.00;185.85;0;0;3;;RUB;RUB
403382;719.00;264.60;0;0;3;;RUB;RUB
404646;5954.00;3297.00;0;0;3;;RUB;RUB
404647;5124.00;2835.00;0;0;3;;RUB;RUB
404770;2671.00;1404.90;0;0;3;;RUB;RUB
404774;2671.00;1404.90;0;0;3;;RUB;RUB
404776;2671.00;1404.90;0;0;3;;RUB;RUB
412307;2964.00;1558.20;0;0;3;;RUB;RUB
412310;2671.00;1404.90;0;0;3;;RUB;RUB
412440;3136.00;1648.50;0;0;3;;RUB;RUB
425135;4131.00;2289.00;0;0;3;;RUB;RUB
425346;9429.00;5376.00;0;0;3;;RUB;RUB
425587;3171.00;1667.40;0;0;3;;RUB;RUB
425592;3525.00;1854.30;0;0;3;;RUB;RUB
426608;8972.00;5124.00;0;0;3;;RUB;RUB
426916;1997.00;1050.00;0;0;3;;RUB;RUB
427252;433.00;144.27;0;0;3;;RUB;RUB
427258;2423.00;1274.70;1;1;1;синий;RUB;RUB
428367;465.00;154.77;0;0;3;;RUB;RUB
428368;458.00;152.46;0;0;3;;RUB;RUB
428729;1941.00;1020.60;0;0;3;;RUB;RUB
429228;1034.00;457.80;0;0;3;;RUB;RUB
429230;1034.00;457.80;0;0;3;;RUB;RUB
429985;4391.00;2436.00;0;0;3;;RUB;RUB
429999;1997.00;1050.00;0;0;3;;RUB;RUB
430002;2289.00;1203.30;0;0;3;;RUB;RUB
430297;998.00;625.80;0;0;3;;RUB;RUB
430334;5128.00;2835.00;0;0;3;;RUB;RUB
447116;3346.00;1759.80;0;0;3;;RUB;RUB
447425;2055.00;1081.50;0;0;3;;RUB;RUB
447603;600.00;277.20;0;0;3;;RUB;RUB
449409;587.00;216.30;0;0;3;;RUB;RUB
449411;440.00;241.50;0;0;3;;RUB;RUB
449416;2450.00;1289.40;0;0;3;;RUB;RUB
450066;838.00;371.70;0;0;3;;RUB;RUB
450103;3708.00;1950.90;0;0;3;;RUB;RUB
450105;3501.00;1841.70;0;0;3;;RUB;RUB
450119;2943.00;1547.70;0;0;3;;RUB;RUB
450801;1297.00;646.80;0;0;3;;RUB;RUB
450826;4445.00;3675.00;0;0;3;;RUB;RUB
450828;6404.00;3549.00;0;0;3;;RUB;RUB
450856;1652.00;825.30;0;0;3;;RUB;RUB
450861;567.00;210.00;0;0;3;;RUB;RUB
450929;420.00;139.86;0;0;3;;RUB;RUB
450940;1077.00;478.80;0;0;3;;RUB;RUB
450946;4959.00;2751.00;0;0;3;;RUB;RUB
450951;567.00;210.00;0;0;3;;RUB;RUB
450952;914.00;405.30;0;0;3;;RUB;RUB
450959;5106.00;2835.00;0;0;3;;RUB;RUB
450979;886.00;392.70;0;0;3;;RUB;RUB
450981;2316.00;1218.00;0;0;3;;RUB;RUB
451226;1101.00;550.20;0;0;3;;RUB;RUB
451227;1101.00;550.20;0;0;3;;RUB;RUB
451254;1794.00;896.70;0;0;3;;RUB;RUB
452572;2292.00;1205.40;0;0;3;;RUB;RUB
455533;988.00;438.90;0;0;3;;RUB;RUB
460222;777.00;480.90;0;0;3;;RUB;RUB
460237;812.00;405.30;1;0;3;;RUB;RUB
460238;812.00;405.30;1;0;3;;RUB;RUB
460433;991.00;438.90;0;0;3;;RUB;RUB
460439;2973.00;1564.50;0;0;3;;RUB;RUB
460553;662.00;426.30;0;0;3;;RUB;RUB
460554;777.00;480.90;0;0;3;;RUB;RUB
460555;777.00;480.90;0;0;3;;RUB;RUB
460611;4357.00;2415.00;0;0;3;;RUB;RUB
462230;1450.00;724.50;1;5;1;"S-M-L черный";RUB;RUB
462625;14213.00;8106.00;0;0;3;;RUB;RUB
462629;667.00;245.70;0;0;3;;RUB;RUB
462631;1092.00;699.30;0;0;3;;RUB;RUB
475791;667.00;245.70;0;0;3;;RUB;RUB
476452;20538.00;13230.00;0;0;3;;RUB;RUB
477075;3828.00;2121.00;0;0;3;;RUB;RUB
477093;2781.00;1461.60;0;0;3;;RUB;RUB
477094;1219.00;609.00;0;0;3;;RUB;RUB
477098;1320.00;659.40;0;0;3;;RUB;RUB
477128;2450.00;1289.40;0;0;3;;RUB;RUB
477259;3499.00;1841.70;1;1;1;;RUB;RUB
477329;6402.00;3549.00;0;0;3;;RUB;RUB
477341;7893.00;4368.00;0;0;3;;RUB;RUB
477359;5628.00;3108.00;0;0;3;;RUB;RUB
481826;976.00;432.60;0;0;3;;RUB;RUB
483916;6430.00;3570.00;1;1;1;"XXXL леопард";RUB;RUB
484579;1885.00;940.80;0;0;3;;RUB;RUB
484664;689.00;254.10;0;0;3;;RUB;RUB
485615;2380.00;1251.60;0;0;3;;RUB;RUB
485627;950.00;252.00;0;0;3;;RUB;RUB
485633;1431.00;714.00;0;0;3;;RUB;RUB
485640;5780.00;3192.00;0;0;3;;RUB;RUB
485643;4502.00;2499.00;0;0;3;;RUB;RUB
485754;3795.00;1997.10;0;0;3;;RUB;RUB
487418;1430.00;714.00;0;0;3;;RUB;RUB
487446;4620.00;2562.00;1;1;1;"S-M-L-XL-XXL черный";RUB;RUB
487600;1969.00;1035.30;0;0;3;;RUB;RUB
487640;4451.00;2457.00;1;0;3;;RUB;RUB
488168;1098.00;487.20;1;1;1;;RUB;RUB
488487;10448.00;5964.00;0;0;3;;RUB;RUB
489050;16434.00;10584.00;0;0;3;;RUB;RUB
489053;9645.00;5502.00;0;0;3;;RUB;RUB
489555;7745.00;4284.00;0;0;3;;RUB;RUB
489556;990.00;438.90;0;0;3;;RUB;RUB
489557;860.00;380.10;0;0;3;;RUB;RUB
489580;2202.00;1157.10;0;0;3;;RUB;RUB
489593;682.00;252.00;0;0;3;;RUB;RUB
489713;1161.00;579.60;0;0;3;;RUB;RUB
489722;4293.00;2373.00;0;0;3;;RUB;RUB
489730;2000.00;1052.10;0;0;3;;RUB;RUB
489741;4380.00;2415.00;0;0;3;;RUB;RUB
489758;4604.00;2541.00;0;0;3;;RUB;RUB
489761;609.00;224.70;0;0;3;;RUB;RUB
489764;878.00;388.50;0;0;3;;RUB;RUB
489766;1007.00;501.90;0;0;3;;RUB;RUB
489767;681.00;302.40;0;0;3;;RUB;RUB
489771;1851.00;924.00;0;0;3;;RUB;RUB
489976;2524.00;1327.20;0;0;3;;RUB;RUB
489983;1373.00;684.60;0;0;3;;RUB;RUB
489989;720.00;266.70;0;0;3;;RUB;RUB
489998;2530.00;1331.40;0;0;3;;RUB;RUB
490016;1587.00;791.70;1;1;1;бирюзовый;RUB;RUB
490017;2696.00;1417.50;1;1;1;фиолетовый;RUB;RUB
490094;1988.00;993.30;1;1;1;"S-M-L розовый";RUB;RUB
490648;30133.00;21504.00;0;0;3;;RUB;RUB
495804;998.00;617.40;0;0;3;;RUB;RUB
495805;662.00;420.00;0;0;3;;RUB;RUB
495898;359.00;119.70;0;0;3;;RUB;RUB
495900;416.00;138.60;0;0;3;;RUB;RUB
495901;682.00;252.00;0;0;3;;RUB;RUB
495907;359.00;119.70;1;1;1;разноцветный;RUB;RUB
495908;554.00;203.70;0;0;3;;RUB;RUB
495926;218.00;62.37;0;0;3;;RUB;RUB
503487;1797.00;896.70;0;0;3;;RUB;RUB
511658;2388.00;1255.80;0;0;3;;RUB;RUB
511825;2113.00;1110.90;0;0;3;;RUB;RUB
511841;1705.00;850.50;0;0;3;;RUB;RUB
511844;1954.00;1026.90;1;1;1;;RUB;RUB
511860;2388.00;1255.80;0;0;3;;RUB;RUB
511889;17462.00;11256.00;0;0;3;;RUB;RUB
512153;2970.00;1562.40;0;0;3;;RUB;RUB
512804;16553.00;9450.00;0;0;3;;RUB;RUB
513730;2732.00;1436.40;0;0;3;;RUB;RUB
513789;3068.00;1612.80;0;0;3;;RUB;RUB
513796;2141.00;1125.60;0;0;3;;RUB;RUB
513980;9599.00;5481.00;0;0;3;;RUB;RUB
514134;16078.00;9177.00;0;0;3;;RUB;RUB
514186;1884.00;940.80;0;0;3;;RUB;RUB
514774;9118.00;5208.00;0;0;3;;RUB;RUB
515113;2618.00;1377.60;0;0;3;;RUB;RUB
515225;2028.00;1066.80;0;0;3;;RUB;RUB
515231;1948.00;1024.80;0;0;3;;RUB;RUB
515983;1423.00;709.80;0;0;3;;RUB;RUB
515990;1642.00;819.00;0;0;3;;RUB;RUB
516519;1807.00;903.00;0;0;3;;RUB;RUB
516556;1062.00;470.40;0;0;3;;RUB;RUB
516781;11716.00;6678.00;0;0;3;;RUB;RUB
516903;2344.00;1232.70;1;1;1;черный;RUB;RUB
517098;11552.00;6594.00;0;0;3;;RUB;RUB
517206;451.00;150.15;0;0;3;;RUB;RUB
517223;629.00;231.00;1;1;1;черный;RUB;RUB
517224;740.00;327.60;1;1;1;черный;RUB;RUB
517293;691.00;254.10;0;0;3;;RUB;RUB
517295;1017.00;451.50;0;0;3;;RUB;RUB
517590;402.00;133.98;0;0;3;;RUB;RUB
517594;1155.00;575.40;0;0;3;;RUB;RUB
517604;4802.00;2667.00;0;0;3;;RUB;RUB
517633;1964.00;980.70;1;1;1;черный;RUB;RUB
517694;1528.00;762.30;0;0;3;;RUB;RUB
519056;2476.00;1302.00;0;0;3;;RUB;RUB
519057;2819.00;1482.60;0;0;3;;RUB;RUB
519074;10592.00;6048.00;0;0;3;;RUB;RUB
519174;7339.00;4074.00;0;0;3;;RUB;RUB
519177;8295.00;4599.00;0;0;3;;RUB;RUB
519314;1168.00;583.80;0;0;3;;RUB;RUB
519320;3062.00;1610.70;0;0;3;;RUB;RUB
519442;2456.00;1291.50;1;1;1;серебристый;RUB;RUB
519463;2339.00;1230.60;0;0;3;;RUB;RUB
519485;1024.00;510.30;0;0;3;;RUB;RUB
519486;1362.00;680.40;0;0;3;;RUB;RUB
519487;1024.00;510.30;0;0;3;;RUB;RUB
519490;1362.00;680.40;0;0;3;;RUB;RUB
519491;1362.00;680.40;0;0;3;;RUB;RUB
519492;1024.00;510.30;0;0;3;;RUB;RUB
519494;6374.00;3528.00;0;0;3;;RUB;RUB
519502;635.00;233.10;0;0;3;;RUB;RUB
519503;2875.00;1512.00;0;0;3;;RUB;RUB
519534;713.00;262.50;0;0;3;;RUB;RUB
519542;1938.00;968.10;0;0;3;;RUB;RUB
519594;793.00;291.90;0;0;3;;RUB;RUB
519626;3072.00;1614.90;0;0;3;;RUB;RUB
519633;793.00;291.90;0;0;3;;RUB;RUB
519634;758.00;279.30;0;0;3;;RUB;RUB
519635;452.00;150.57;0;0;3;;RUB;RUB
519636;452.00;150.57;0;0;3;;RUB;RUB
519655;1103.00;558.60;0;0;3;;RUB;RUB
519725;1028.00;512.40;1;1;1;"карамель (темно-бежевый)";RUB;RUB
519726;1469.00;732.90;0;0;3;;RUB;RUB
519760;1340.00;669.90;0;0;3;;RUB;RUB
519762;1066.00;531.30;0;0;3;;RUB;RUB
519776;793.00;291.90;0;0;3;;RUB;RUB
520178;1168.00;583.80;0;0;3;;RUB;RUB
520552;1547.00;772.80;0;0;3;;RUB;RUB
520554;1547.00;772.80;0;0;3;;RUB;RUB
521085;4448.00;2457.00;0;0;3;;RUB;RUB
522175;2376.00;1249.50;0;0;3;;RUB;RUB
522177;2666.00;1402.80;0;0;3;;RUB;RUB
522188;10308.00;5880.00;0;0;3;;RUB;RUB
522571;3368.00;1772.40;0;0;3;;RUB;RUB
522732;337.00;112.14;0;0;3;;RUB;RUB
522733;736.00;270.90;0;0;3;;RUB;RUB
522736;314.00;89.88;0;0;3;;RUB;RUB
522985;1196.00;596.40;0;0;3;;RUB;RUB
522986;1125.00;560.70;0;0;3;;RUB;RUB
523105;767.00;340.20;0;0;3;;RUB;RUB
523367;33095.00;23625.00;0;0;3;;RUB;RUB
523545;1351.00;674.10;0;0;3;;RUB;RUB
523659;18381.00;11844.00;0;0;3;;RUB;RUB
523791;5773.00;3192.00;1;2;1;черный;RUB;RUB
524101;3798.00;2100.00;0;0;3;;RUB;RUB
524312;1100.00;741.30;0;0;3;;RUB;RUB
524391;730.00;323.40;0;0;3;;RUB;RUB
524403;767.00;468.30;0;0;3;;RUB;RUB
524898;1655.00;827.40;0;0;3;;RUB;RUB
524899;1573.00;785.40;0;0;3;;RUB;RUB
524949;7035.00;3906.00;0;0;3;;RUB;RUB
525376;2645.00;1390.20;0;0;3;;RUB;RUB
